Territorio,CEDI,Subcanal,Tamaño Industria,Codigo Cliente,Ventas Promedio,Espacio Total m2,Racks Actuales,Deuda
Occidente,3934,Abarrotes,GRANDE,500143301,224.16,64,2,185
Occidente,3934,Abarrotes,MEDIANO,500143317,789.47,32,5,130
Occidente,3937,Abarrotes,GRANDE,500203800,592.28,0,3,107
Occidente,3931,Abarrotes,MEDIANO,500132541,486.69,36,3,192
Occidente,3931,Abarrotes,PEQUEÑO,500134526,217.42,24,2,92
Occidente,3931,Abarrotes,MEDIANO,500137597,1326.27,25,3,53
Occidente,3934,Abarrotes,MEDIANO,500143257,403.66,0,3,104
Occidente,3937,Abarrotes,GRANDE,500140499,776.31,0,2,163
Occidente,3931,Abarrotes,PEQUEÑO,500411024,203.18,16,0,133
Occidente,3935,Abarrotes,PEQUEÑO,500131779,159.64,24,2,112
Occidente,3937,Abarrotes,PEQUEÑO,500140370,299.61,24,2,42
Occidente,3934,Abarrotes,PEQUEÑO,500141778,198,30,3,41
Occidente,3931,Abarrotes,MEDIANO,500132987,444.03,20,2,164
Occidente,3931,Abarrotes,GRANDE,500133442,592.76,35,3,108
Occidente,3931,Abarrotes,PEQUEÑO,500135290,102.44,9,2,97
Occidente,3934,Abarrotes,PEQUEÑO,500143346,201,24,4,145
Occidente,3931,Abarrotes,GRANDE,500134520,521.04,32,4,23
Occidente,3931,Abarrotes,MEDIANO,500137329,278.22,56,1,174
Occidente,3931,Abarrotes,PEQUEÑO,500134611,250.07,16,2,176
Occidente,3931,Abarrotes,PEQUEÑO,500133275,183.11,25,1,60
Occidente,3931,Abarrotes,MEDIANO,500290285,329.1,36,0,39
Occidente,3931,Abarrotes,PEQUEÑO,500133291,266.6,25,1,41
Occidente,3931,Abarrotes,PEQUEÑO,500136381,270.05,9,1,28
Occidente,3935,Abarrotes,PEQUEÑO,500141248,96.16,24,1,194
Occidente,3931,Abarrotes,GRANDE,500132832,586.59,40,3,197
Occidente,3931,Abarrotes,MEDIANO,500136447,477.13,48,3,78
Occidente,3931,Abarrotes,GRANDE,500138261,528.67,25,2,42
Occidente,3931,Abarrotes,PEQUEÑO,500134854,379.12,12,4,42
Occidente,3931,Abarrotes,MEDIANO,500136076,518.78,24,1,43
Occidente,3931,Abarrotes,MEDIANO,500136437,334.98,20,2,189
Occidente,3934,Abarrotes,PEQUEÑO,500143170,252.57,48,2,196
Occidente,3931,Abarrotes,PEQUEÑO,500135512,172.04,16,2,15
Occidente,3931,Abarrotes,MEDIANO,500136558,280.41,24,3,157
Occidente,3931,Abarrotes,GRANDE,500133316,406.8,48,3,37
Occidente,3931,Abarrotes,GRANDE,500134643,229.34,35,2,157
Occidente,3931,Abarrotes,MEDIANO,500136440,280.04,15,2,99
Occidente,3931,Abarrotes,MEDIANO,500412175,554.42,15,1,93
Occidente,3936,Abarrotes,MEDIANO,510338531,316.99,24,0,99
Occidente,3932,Abarrotes,PEQUEÑO,510338716,281.01,0,0,101
Occidente,3932,Abarrotes,GRANDE,500141030,644.82,56,3,148
Occidente,3934,Abarrotes,MEDIANO,500143234,257.36,30,2,92
Occidente,3934,Abarrotes,PEQUEÑO,500143319,301.59,25,3,38
Occidente,3937,Abarrotes,MEDIANO,500142638,788.94,0,2,93
Occidente,3937,Abarrotes,PEQUEÑO,500140268,439.42,14.5,3,196
Occidente,3931,Abarrotes,GRANDE,500133107,701.59,32,2,29
Occidente,3931,Abarrotes,GRANDE,500134547,736.73,32,3,105
Occidente,3931,Abarrotes,MEDIANO,500134804,356.09,15,3,173
Occidente,3934,Abarrotes,GRANDE,500143068,898.06,48,3,163
Occidente,3931,Abarrotes,PEQUEÑO,500145503,100.2,0,3,10
Occidente,3931,Abarrotes,MEDIANO,500132033,223.23,48,3,197
Occidente,3931,Abarrotes,MEDIANO,500134880,557.69,15,3,65
Occidente,3934,Abarrotes,MEDIANO,500143235,319.34,0,4,110
Occidente,3931,Abarrotes,MEDIANO,500136194,419.2,30,2,41
Occidente,3931,Abarrotes,MEDIANO,500136720,440.65,20,4,182
Occidente,3931,Abarrotes,PEQUEÑO,500412068,229.81,20,1,46
Occidente,3931,Abarrotes,PEQUEÑO,500435324,363.29,20,2,40
Occidente,3931,Abarrotes,PEQUEÑO,500134887,176.44,12,2,34
Occidente,3937,Abarrotes,PEQUEÑO,500142387,241.29,32,1,76
Occidente,3931,Abarrotes,GRANDE,500134076,480.37,25,3,167
Occidente,3931,Abarrotes,PEQUEÑO,500135156,233.67,32,2,22
Occidente,3937,Abarrotes,MEDIANO,500143913,199.55,30,1,105
Occidente,3931,Abarrotes,MEDIANO,500133157,463.23,30,3,132
Occidente,3931,Abarrotes,MEDIANO,500134510,464.11,0,2,27
Occidente,3931,Abarrotes,MEDIANO,500135076,359.84,35,2,135
Occidente,3931,Abarrotes,MEDIANO,500131416,184.78,25,2,17
Occidente,3931,Abarrotes,MEDIANO,500135627,294.08,28,2,160
Occidente,3931,Abarrotes,GRANDE,500136402,571.99,30,3,139
Occidente,3931,Abarrotes,PEQUEÑO,500132809,238.31,16,2,199
Occidente,3933,Abarrotes,MEDIANO,500131914,386.9,25,2,31
Occidente,3931,Abarrotes,MEDIANO,500134453,305.08,18,1,96
Occidente,3931,Abarrotes,PEQUEÑO,500135016,227.77,0,2,170
Occidente,3931,Abarrotes,MEDIANO,500136728,328.41,12,2,110
Occidente,3937,Abarrotes,MEDIANO,500203913,536.32,20,1,195
Occidente,3931,Abarrotes,MEDIANO,500133737,252.26,108,2,10
Occidente,3931,Abarrotes,MEDIANO,500135259,152.69,20,3,35
Occidente,3931,Abarrotes,PEQUEÑO,500136549,151.38,25,2,23
Occidente,3933,Abarrotes,MEDIANO,500140147,1668.68,20,4,191
Occidente,3934,Abarrotes,PEQUEÑO,500141775,272.83,0,3,47
Occidente,3931,Abarrotes,PEQUEÑO,500411329,216.53,0,2,173
Occidente,3931,Abarrotes,GRANDE,500133197,569.16,96,1,106
Occidente,3933,Abarrotes,GRANDE,500140194,750.29,16,3,40
Occidente,3934,Abarrotes,PEQUEÑO,500143062,241.02,25,1,148
Occidente,3934,Abarrotes,MEDIANO,500143350,529.68,30,3,126
Occidente,3935,Abarrotes,PEQUEÑO,500131831,241.56,18,2,179
Occidente,3931,Abarrotes,PEQUEÑO,500133242,359.57,32,2,191
Occidente,3931,Abarrotes,MEDIANO,500134647,316.6,16,2,113
Occidente,3934,Abarrotes,PEQUEÑO,500143032,342.52,15,3,78
Occidente,3934,Abarrotes,PEQUEÑO,500143059,179.75,30,2,144
Occidente,3931,Abarrotes,PEQUEÑO,500136534,586.3,12,2,63
Occidente,3934,Abarrotes,PEQUEÑO,500141802,152.22,0,4,101
Occidente,3937,Abarrotes,PEQUEÑO,500142422,339.97,15,2,121
Occidente,3933,Abarrotes,MEDIANO,510338912,275.68,24,0,144
Occidente,3931,Abarrotes,MEDIANO,500134227,413.45,25,4,71
Occidente,3931,Abarrotes,PEQUEÑO,500135579,270.51,9,2,101
Occidente,3931,Abarrotes,MEDIANO,500136263,427,25,3,67
Occidente,3931,Abarrotes,MEDIANO,500132579,163.23,45,2,57
Occidente,3931,Abarrotes,GRANDE,500132706,516.29,56,1,116
Occidente,3931,Abarrotes,PEQUEÑO,500135090,381.14,30,3,190
Occidente,3931,Abarrotes,GRANDE,500138397,794.88,136,3,153
Occidente,3931,Abarrotes,PEQUEÑO,500141545,307.37,15,1,161
Occidente,3931,Abarrotes,GRANDE,500131652,697.27,25,2,118
Occidente,3931,Abarrotes,MEDIANO,500133238,363.4,48,2,151
Occidente,3931,Abarrotes,GRANDE,500136532,690.51,30,3,86
Occidente,3931,Abarrotes,GRANDE,500411178,698.83,40,0,28
Occidente,3931,Abarrotes,PEQUEÑO,500411186,290.72,0,0,166
Occidente,3931,Abarrotes,GRANDE,500134881,379.65,20,2,192
Occidente,3931,Abarrotes,PEQUEÑO,500136150,127.35,36,2,113
Occidente,3934,Abarrotes,PEQUEÑO,500141807,181.5,30,3,174
Occidente,3931,Abarrotes,MEDIANO,500134597,249.05,20,4,115
Occidente,3931,Abarrotes,MEDIANO,500136507,485.95,12,2,172
Occidente,3931,Abarrotes,PEQUEÑO,500135578,159.7,25,2,194
Occidente,3931,Abarrotes,GRANDE,500136163,602.98,36,3,174
Occidente,3931,Abarrotes,PEQUEÑO,500137412,310.87,48,1,89
Occidente,3934,Abarrotes,PEQUEÑO,500143111,388.25,35,2,143
Occidente,3931,Abarrotes,PEQUEÑO,500134845,163.95,49,1,105
Occidente,3931,Abarrotes,MEDIANO,500135571,285.54,30,4,155
Occidente,3933,Abarrotes,GRANDE,510339036,976.94,48,0,39
Occidente,3931,Abarrotes,MEDIANO,500134727,232.17,40,1,192
Occidente,3931,Abarrotes,MEDIANO,500132808,384.13,20,1,80
Occidente,3931,Abarrotes,MEDIANO,500133434,568.25,20,3,73
Occidente,3931,Abarrotes,PEQUEÑO,500133906,229.56,42,2,89
Occidente,3931,Abarrotes,MEDIANO,500134531,308.33,24,3,144
Occidente,3931,Abarrotes,GRANDE,500136215,842.59,21,3,51
Occidente,3934,Abarrotes,PEQUEÑO,500143189,287.15,36,1,191
Occidente,3934,Abarrotes,PEQUEÑO,500143245,250.6,42,3,59
Occidente,3931,Abarrotes,PEQUEÑO,500144844,245.71,12,1,94
Occidente,3931,Abarrotes,MEDIANO,500136857,285.75,48,2,137
Occidente,3931,Abarrotes,GRANDE,500134057,430.87,30,0,94
Occidente,3931,Abarrotes,MEDIANO,500136684,470.74,24,2,73
Occidente,3937,Abarrotes,GRANDE,500140307,324.06,28,4,181
Occidente,3932,Abarrotes,GRANDE,500140582,320.54,0,2,124
Occidente,3934,Abarrotes,MEDIANO,500143146,360.76,36,3,37
Occidente,3931,Abarrotes,PEQUEÑO,500203455,248.79,18,2,103
Occidente,3931,Abarrotes,MEDIANO,500135096,538.18,35,3,32
Occidente,3931,Abarrotes,PEQUEÑO,500136994,183.02,48,2,94
Occidente,3931,Abarrotes,MEDIANO,500132881,572.57,25,2,32
Occidente,3931,Abarrotes,PEQUEÑO,500136216,152.31,4,3,29
Occidente,3931,Abarrotes,MEDIANO,500136488,609.64,20,3,99
Occidente,3931,Abarrotes,PEQUEÑO,500136560,159.78,0,1,111
Occidente,3937,Abarrotes,MEDIANO,500140433,150.64,0,2,189
Occidente,3931,Abarrotes,PEQUEÑO,500412053,310.95,30,0,199
Occidente,3931,Abarrotes,MEDIANO,500134490,355.79,48,4,52
Occidente,3931,Abarrotes,MEDIANO,500135031,371.72,24,1,63
Occidente,3934,Abarrotes,PEQUEÑO,500143265,180.47,30,2,14
Occidente,3931,Abarrotes,GRANDE,500133936,353.68,50,4,135
Occidente,3931,Abarrotes,PEQUEÑO,500134532,71.25,24,1,107
Occidente,3934,Abarrotes,MEDIANO,500143056,862.53,42,4,192
Occidente,3934,Abarrotes,GRANDE,500143255,423.97,12,2,48
Occidente,3934,Abarrotes,PEQUEÑO,500131519,267.74,25,2,32
Occidente,3934,Abarrotes,PEQUEÑO,500141891,437.31,30,2,143
Occidente,3931,Abarrotes,GRANDE,510193184,918.31,56,3,52
Occidente,3937,Abarrotes,PEQUEÑO,500144135,333.6,24,2,148
Occidente,3931,Abarrotes,PEQUEÑO,500134002,321.35,35,3,116
Occidente,3931,Abarrotes,MEDIANO,500134831,87.93,30,2,97
Occidente,3931,Abarrotes,MEDIANO,500136900,417.98,72,4,161
Occidente,3937,Abarrotes,MEDIANO,500143511,521.71,0,1,146
Occidente,3931,Abarrotes,GRANDE,500133347,521.91,48,2,80
Occidente,3931,Abarrotes,PEQUEÑO,500133814,232.58,24,3,13
Occidente,3931,Abarrotes,MEDIANO,500136279,195.33,30,0,68
Occidente,3931,Abarrotes,PEQUEÑO,500134353,336.73,21,3,80
Occidente,3931,Abarrotes,GRANDE,500136723,582.27,20,2,200
Occidente,3931,Abarrotes,MEDIANO,500137703,596.39,30,0,19
Occidente,3934,Abarrotes,PEQUEÑO,500143054,130.11,30,1,77
Occidente,3931,Abarrotes,PEQUEÑO,500133055,312.78,25,2,68
Occidente,3931,Abarrotes,PEQUEÑO,500135369,206.63,48,2,172
Occidente,3931,Abarrotes,MEDIANO,500136093,241.1,96,4,90
Occidente,3931,Abarrotes,MEDIANO,500136353,464.46,32,4,28
Occidente,3934,Abarrotes,PEQUEÑO,500141821,215.69,30,3,74
Occidente,3934,Abarrotes,MEDIANO,500142368,315.47,28,3,97
Occidente,3931,Abarrotes,PEQUEÑO,500411325,211.02,25,0,14
Occidente,3931,Abarrotes,MEDIANO,500136709,444.03,35,2,184
Occidente,3931,Abarrotes,GRANDE,500138655,955.65,72,2,150
Occidente,3937,Abarrotes,GRANDE,500142731,813.84,36,4,30
Occidente,3933,Abarrotes,MEDIANO,500131839,210.48,28,4,121
Occidente,3931,Abarrotes,PEQUEÑO,500134774,264.46,12,2,199
Occidente,3931,Abarrotes,PEQUEÑO,500136080,389.07,25,3,110
Occidente,3931,Abarrotes,GRANDE,500135669,480.84,32,4,41
Occidente,3931,Abarrotes,MEDIANO,500136621,234.26,48,3,107
Occidente,3931,Abarrotes,MEDIANO,500134665,484.73,30,3,68
Occidente,3934,Abarrotes,PEQUEÑO,500614318,153.08,48,1,161
Occidente,3931,Abarrotes,GRANDE,500133448,317.4,25,2,161
Occidente,3934,Abarrotes,MEDIANO,500143244,474.57,36,4,14
Occidente,3931,Abarrotes,PEQUEÑO,500134269,342.18,20,2,126
Occidente,3931,Abarrotes,GRANDE,500138313,948.89,64,3,84
Occidente,3931,Abarrotes,PEQUEÑO,500412206,216.43,25,2,48
Occidente,3931,Abarrotes,MEDIANO,500135521,439.58,24,2,187
Occidente,3931,Abarrotes,PEQUEÑO,510501266,255.12,NA,0,97
Occidente,3931,Abarrotes,MEDIANO,500134394,363.17,30,4,120
Occidente,3936,Abarrotes,MEDIANO,500142154,391.16,32,1,176
Occidente,3931,Abarrotes,PEQUEÑO,500135381,206.86,24,2,89
Occidente,3934,Abarrotes,MEDIANO,500143154,417.56,42,3,30
Occidente,3931,Abarrotes,MEDIANO,500431776,479.96,32,1,53
Occidente,3937,Abarrotes,PEQUEÑO,500143775,200.87,30,1,10
Occidente,3936,Abarrotes,MEDIANO,500579761,326.58,16,1,118
Occidente,3933,Abarrotes,PEQUEÑO,500131904,136.95,28,3,13
Occidente,3933,Abarrotes,PEQUEÑO,500131857,258.13,8,2,142
Occidente,3931,Abarrotes,GRANDE,500133812,410.39,64,3,57
Occidente,3931,Abarrotes,MEDIANO,500136635,331.97,0,2,98
Occidente,3931,Abarrotes,GRANDE,500135814,152.26,30,2,196
Occidente,3937,Abarrotes,MEDIANO,500143539,414.55,12,4,192
Occidente,3931,Abarrotes,PEQUEÑO,500132650,148.53,36,2,110
Occidente,3934,Abarrotes,PEQUEÑO,500131719,195.02,20,3,121
Occidente,3931,Abarrotes,PEQUEÑO,500133876,109.67,20,2,10
Occidente,3937,Abarrotes,PEQUEÑO,500144114,122.86,0,2,199
Occidente,3931,Abarrotes,MEDIANO,500133200,302.19,15,2,152
Occidente,3937,Abarrotes,PEQUEÑO,500140445,131.51,16,2,189
Occidente,3935,Abarrotes,PEQUEÑO,500141180,171.47,48,1,53
Occidente,3931,Abarrotes,MEDIANO,500136925,344.16,40,3,184
Occidente,3931,Abarrotes,PEQUEÑO,500134410,170.81,24,2,12
Occidente,3931,Abarrotes,PEQUEÑO,500137050,123.85,24,2,83
Occidente,3931,Abarrotes,PEQUEÑO,500133273,194.03,20,2,43
Occidente,3934,Abarrotes,PEQUEÑO,500131690,167.02,20,2,152
Occidente,3932,Abarrotes,MEDIANO,500140850,235.87,35,3,60
Occidente,3931,Abarrotes,PEQUEÑO,500136939,153.66,9,2,172
Occidente,3937,Abarrotes,PEQUEÑO,500140492,134.17,0,2,174
Occidente,3931,Abarrotes,PEQUEÑO,500134646,195.27,12,2,200
Occidente,3936,Abarrotes,PEQUEÑO,500142058,131.11,30,2,27
Occidente,3931,Abarrotes,PEQUEÑO,500134039,194.7,42,0,44
Occidente,3931,Abarrotes,MEDIANO,500136079,428.98,20,3,136
Occidente,3931,Abarrotes,GRANDE,500131298,298.18,25,3,19
Occidente,3931,Abarrotes,GRANDE,500443683,363.19,36,0,19
Occidente,3935,Abarrotes,MEDIANO,500141699,495.83,0,1,30
Occidente,3931,Abarrotes,PEQUEÑO,500134519,237.48,32,3,108
Occidente,3937,Abarrotes,MEDIANO,500142828,338.56,25,2,89
Occidente,3931,Abarrotes,PEQUEÑO,500132178,202.36,15,1,95
Occidente,3931,Abarrotes,PEQUEÑO,500135783,117.56,14,3,27
Occidente,3934,Abarrotes,PEQUEÑO,500143041,188.84,48,3,66
Occidente,3934,Abarrotes,PEQUEÑO,500131697,186.47,20,3,20
Occidente,3931,Abarrotes,PEQUEÑO,500134711,182.55,10,3,84
Occidente,3931,Abarrotes,MEDIANO,500134441,132.18,15,2,108
Occidente,3931,Abarrotes,MEDIANO,500135480,394.93,0,3,45
Occidente,3936,Abarrotes,GRANDE,510338535,595.18,0,0,198
Occidente,3931,Abarrotes,MEDIANO,500136744,102.05,25,2,147
Occidente,3931,Abarrotes,MEDIANO,500134884,118.78,24,1,165
Occidente,3934,Abarrotes,PEQUEÑO,500143182,213.41,24,3,104
Occidente,3937,Abarrotes,MEDIANO,500143844,147.61,12,3,100
Occidente,3931,Abarrotes,MEDIANO,500134534,343.71,8,2,123
Occidente,3931,Abarrotes,MEDIANO,500135127,165.64,42,3,41
Occidente,3931,Abarrotes,PEQUEÑO,500136306,165.86,16,4,11
Occidente,3931,Abarrotes,PEQUEÑO,500136654,103.44,21,2,145
Occidente,3937,Abarrotes,MEDIANO,500142859,268.28,56,1,113
Occidente,3933,Abarrotes,PEQUEÑO,500131872,235.04,0,3,50
Occidente,3931,Abarrotes,MEDIANO,500135847,116.81,48,2,86
Occidente,3931,Abarrotes,GRANDE,500136950,242.07,16,3,25
Occidente,3937,Abarrotes,PEQUEÑO,500140496,247.95,48,3,22
Occidente,3931,Abarrotes,PEQUEÑO,500433859,232.29,24,0,88
Occidente,3931,Abarrotes,GRANDE,500134871,511.37,48,4,169
Occidente,3931,Abarrotes,PEQUEÑO,500132107,100.22,25,3,28
Occidente,3931,Abarrotes,MEDIANO,500132562,229.09,60,2,40
Occidente,3934,Abarrotes,PEQUEÑO,500141819,204.54,20,0,152
Occidente,3931,Abarrotes,PEQUEÑO,500132058,167.46,20,2,148
Occidente,3937,Abarrotes,MEDIANO,500144172,449.51,24,1,29
Occidente,3931,Abarrotes,PEQUEÑO,500134439,121.11,15,2,111
Occidente,3931,Abarrotes,GRANDE,500425312,411.77,30,0,137
Occidente,3931,Abarrotes,PEQUEÑO,500132231,85,25,2,190
Occidente,3934,Abarrotes,PEQUEÑO,500143192,191.21,0,3,54
Occidente,3931,Abarrotes,MEDIANO,500134546,179.87,48,2,136
Occidente,3934,Abarrotes,PEQUEÑO,500143321,125.29,24,2,134
Occidente,3931,Abarrotes,PEQUEÑO,500136478,135.17,25,2,154
Occidente,3933,Abarrotes,PEQUEÑO,500141530,51,12,1,62
Occidente,3936,Abarrotes,PEQUEÑO,500142470,195.59,0,4,99
Occidente,3931,Abarrotes,MEDIANO,500134680,77.6,20,2,153
Occidente,3932,Abarrotes,PEQUEÑO,500141025,78.1,24,2,95
Noreste,3301,Abarrotes,PEQUEÑO,500375982,458.97,20.1,2,40
Noreste,3301,Abarrotes,MEDIANO,500378757,521.16,20.1,2,129
Noreste,3301,Abarrotes,GRANDE,500379307,596.93,32.1,3,108
Noreste,3301,Abarrotes,MEDIANO,500383320,287.46,24.4,1,66
Noreste,3305,Abarrotes,PEQUEÑO,500383383,112.79,30.4,2,122
Noreste,3305,Abarrotes,PEQUEÑO,500590605,122.75,14,1,17
Noreste,3304,Abarrotes,GRANDE,500375177,331.59,40.1,3,152
Noreste,3301,Abarrotes,MEDIANO,500382727,246.57,12.5,2,169
Noreste,3301,Abarrotes,GRANDE,500410574,785.65,24.4,3,53
Noreste,3301,Abarrotes,MEDIANO,500377928,645.15,27.3,2,179
Noreste,3301,Abarrotes,PEQUEÑO,500378740,199.94,9.2,1,66
Noreste,3301,Abarrotes,GRANDE,500379781,914.1,36.5,5,41
Noreste,3305,Abarrotes,PEQUEÑO,500383435,358.71,54,1,168
Noreste,3301,Abarrotes,GRANDE,500375012,664.9,30.4,4,56
Noreste,3306,Abarrotes,PEQUEÑO,510352535,379.18,12.6,0,64
Noreste,3301,Abarrotes,PEQUEÑO,500376874,335.26,15.2,2,110
Noreste,3301,Abarrotes,GRANDE,500379937,1204.6,24.5,5,57
Noreste,3301,Abarrotes,GRANDE,500379941,824.96,27.8,4,34
Noreste,3301,Abarrotes,MEDIANO,500384050,728.37,35.1,2,158
Noreste,3301,Abarrotes,MEDIANO,500376583,728.84,20,3,181
Noreste,3301,Abarrotes,GRANDE,500379700,1190.22,24.6,5,154
Noreste,3306,Abarrotes,PEQUEÑO,510352437,558.9,12.6,0,22
Noreste,3306,Abarrotes,GRANDE,510352512,809.96,30.5,0,89
Noreste,3301,Abarrotes,PEQUEÑO,500375795,491.72,20.1,3,103
Noreste,3301,Abarrotes,MEDIANO,500376563,197.8,25.2,4,78
Noreste,3301,Abarrotes,MEDIANO,500382092,644.29,35.1,2,176
Noreste,3301,Abarrotes,GRANDE,500379605,960.02,35.1,4,135
Noreste,3301,Abarrotes,PEQUEÑO,500376275,495.37,0,4,85
Noreste,3301,Abarrotes,PEQUEÑO,500377492,527.35,6.4,3,24
Noreste,3301,Abarrotes,GRANDE,500379088,708.96,24.6,2,53
Noreste,3301,Abarrotes,GRANDE,500383160,1210.05,25.9,5,127
Noreste,3301,Abarrotes,PEQUEÑO,500375629,212.27,25.5,3,165
Noreste,3301,Abarrotes,PEQUEÑO,500378425,554.33,32.2,2,195
Noreste,3301,Abarrotes,PEQUEÑO,500378770,135.89,20.5,2,160
Noreste,3306,Abarrotes,PEQUEÑO,510352441,299.56,15,0,161
Noreste,3301,Abarrotes,GRANDE,500377851,333.55,25.05,2,75
Noreste,3301,Abarrotes,MEDIANO,500380646,680.95,35.5,3,65
Noreste,3301,Abarrotes,GRANDE,500379698,765.61,16.4,4,106
Noreste,3301,Abarrotes,PEQUEÑO,500377143,295.78,38.9,3,107
Noreste,3301,Abarrotes,PEQUEÑO,500375955,293.39,4.4,1,81
Noreste,3301,Abarrotes,MEDIANO,500380016,618.99,0,4,50
Noreste,3306,Abarrotes,PEQUEÑO,500374729,221.69,8,1,149
Noreste,3301,Abarrotes,MEDIANO,500376228,139.06,9.6,2,75
Noreste,3301,Abarrotes,GRANDE,500379327,939.88,36.2,3,11
Noreste,3301,Abarrotes,MEDIANO,500381627,577.03,0,4,24
Noreste,3301,Abarrotes,PEQUEÑO,500381782,408.3,35.12,3,97
Noreste,3305,Abarrotes,MEDIANO,500375040,187.17,25.1,3,106
Noreste,3301,Abarrotes,GRANDE,500381163,672.99,0,3,114
Noreste,3301,Abarrotes,GRANDE,500381263,985.9,24.4,5,86
Noreste,3306,Abarrotes,MEDIANO,510352410,470.37,64.4,0,193
Noreste,3301,Abarrotes,PEQUEÑO,500376965,228.53,32.8,3,89
Noreste,3301,Abarrotes,MEDIANO,500378885,830.33,36,3,76
Noreste,3301,Abarrotes,MEDIANO,500376853,422.13,6.4,2,49
Noreste,3301,Abarrotes,MEDIANO,500377035,788.74,36,2,99
Noreste,3301,Abarrotes,GRANDE,500380080,957.92,30.5,4,155
Noreste,3305,Abarrotes,MEDIANO,500374898,684.28,0,2,140
Noreste,3301,Abarrotes,MEDIANO,500378247,228.82,0,2,168
Noreste,3301,Abarrotes,MEDIANO,500375722,448.5,12.8,3,40
Noreste,3301,Abarrotes,PEQUEÑO,500375109,230.66,25.6,3,114
Noreste,3301,Abarrotes,MEDIANO,500376545,341.07,12.4,3,110
Noreste,3301,Abarrotes,MEDIANO,500379330,430.8,18.4,3,28
Noreste,3301,Abarrotes,PEQUEÑO,500381325,435.55,32.2,2,78
Noreste,3301,Abarrotes,MEDIANO,500381406,359.43,20.14,3,138
Noreste,3301,Abarrotes,MEDIANO,500377417,547.34,28,2,96
Noreste,3301,Abarrotes,GRANDE,500380045,782.8,40.6,4,47
Noreste,3301,Abarrotes,MEDIANO,500380303,958.37,25.5,5,66
Noreste,3301,Abarrotes,PEQUEÑO,500381362,507.4,38.8,4,12
Noreste,3305,Abarrotes,MEDIANO,500590677,690.46,0,2,97
Noreste,3301,Abarrotes,MEDIANO,500378888,408.5,32.5,3,13
Noreste,3301,Abarrotes,GRANDE,500379940,1267.8,25.5,4,87
Noreste,3301,Abarrotes,GRANDE,500380452,566.41,25.5,3,143
Noreste,3304,Abarrotes,MEDIANO,500374817,530.13,6.2,5,129
Noreste,3301,Abarrotes,MEDIANO,500376273,356.82,35.1,4,26
Noreste,3301,Abarrotes,PEQUEÑO,500384135,754.25,30.1,2,58
Noreste,3301,Abarrotes,MEDIANO,500381808,498.27,30.5,2,27
Noreste,3301,Abarrotes,GRANDE,500379399,435.56,30.1,2,155
Noreste,3301,Abarrotes,MEDIANO,500380920,544.77,12.2,3,45
Noreste,3301,Abarrotes,MEDIANO,500382648,459.91,21.5,0,116
Noreste,3301,Abarrotes,PEQUEÑO,500383300,360.33,NA,3,118
Noreste,3301,Abarrotes,PEQUEÑO,500376190,132.34,25.5,3,42
Noreste,3301,Abarrotes,PEQUEÑO,500376450,395.5,0,3,157
Noreste,3306,Abarrotes,MEDIANO,510352112,257.26,40.1,0,174
Noreste,3301,Abarrotes,MEDIANO,500375607,596.35,26.7,4,115
Noreste,3301,Abarrotes,PEQUEÑO,500381689,299.05,20,2,157
Noreste,3304,Abarrotes,PEQUEÑO,500374791,455.02,18.5,4,150
Noreste,3305,Abarrotes,PEQUEÑO,500375028,240.84,NA,1,129
Noreste,3301,Abarrotes,GRANDE,500377602,534.26,15.6,1,159
Noreste,3301,Abarrotes,MEDIANO,500382466,298.84,25.2,1,120
Noreste,3307,Abarrotes,PEQUEÑO,510352256,150.69,34.2,0,99
Noreste,3301,Abarrotes,PEQUEÑO,500377034,432,16.2,2,103
Noreste,3301,Abarrotes,MEDIANO,500375538,296.49,16.4,5,133
Noreste,3301,Abarrotes,MEDIANO,500375887,606.97,16.4,5,164
Noreste,3301,Abarrotes,PEQUEÑO,500376731,598.22,0,2,122
Noreste,3301,Abarrotes,MEDIANO,500377861,411.21,0,3,173
Noreste,3301,Abarrotes,GRANDE,500381095,802.07,33,3,110
Noreste,3304,Abarrotes,MEDIANO,500374552,328.66,32.1,3,33
Noreste,3301,Abarrotes,GRANDE,500375369,794.6,0,3,59
Noreste,3301,Abarrotes,PEQUEÑO,500381742,443.1,16.4,5,165
Noreste,3305,Abarrotes,MEDIANO,500386427,528.76,6.08,2,107
Noreste,3301,Abarrotes,PEQUEÑO,500375822,242.96,0,3,138
Noreste,3301,Abarrotes,MEDIANO,500378552,690.95,33.2,2,74
Noreste,3301,Abarrotes,MEDIANO,500381357,585.34,40.5,3,40
Noreste,3301,Abarrotes,GRANDE,500383541,911.43,40,3,151
Noreste,3301,Abarrotes,MEDIANO,500377938,594.74,33.6,3,78
Noreste,3301,Abarrotes,PEQUEÑO,500379425,294.58,9.6,3,15
Noreste,3301,Abarrotes,MEDIANO,500382069,438.26,35.8,3,158
Noreste,3306,Abarrotes,MEDIANO,510352130,232.94,25.5,0,173
Noreste,3301,Abarrotes,GRANDE,500381453,1035.13,16.4,2,126
Noreste,3301,Abarrotes,MEDIANO,500381862,422.91,25.5,1,87
Noreste,3301,Abarrotes,MEDIANO,500383603,82.3,35.5,3,32
Noreste,3304,Abarrotes,PEQUEÑO,500375185,417.37,21.1,2,199
Noreste,3301,Abarrotes,GRANDE,500376243,846.96,6.7,3,57
